n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares,kw_min,kw_max,kw_avg,data_channel,weekday
8.0,345.0,0.603658534745,0.999999995,0.74999999625,6.0,3.0,1.0,0.0,4.43188405797,4.0,953.0,953.0,953.0,0.0500033355978,0.0522950685614,0.0501480801521,0.797553488922,0.0500000267664,0.55961038961,-0.0436168831169,0.031884057971,0.031884057971,0.5,0.5,0.406552538371,0.136363636364,0.7,-0.410227272727,-1.0,-0.1,0.0,0.0,0.5,0.0,2100.0,0.0,1953.14444444,1169.36111111,2,3
10.0,221.0,0.5799999971,0.99999999187,0.715447148655,2.0,2.0,1.0,0.0,4.14027149321,7.0,0.0,0.0,0.0,0.0285732556919,0.337779388628,0.0285730017099,0.0285726361738,0.576501717796,0.457231404959,0.0260330578512,0.0135746606335,0.00904977375566,0.6,0.4,0.178787878788,0.1,0.3,-0.125,-0.125,-0.125,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,2100.0,0.0,2082.425,1309.22188724,5,3
9.0,330.0,0.501597442487,0.999999995283,0.584905657618,12.0,2.0,1.0,0.0,4.65757575758,7.0,4700.0,4700.0,4700.0,0.448525795424,0.316588588278,0.0285764658045,0.028617343519,0.177691806974,0.354901960784,0.0882352941176,0.0363636363636,0.0121212121212,0.75,0.25,0.366666666667,0.1,0.5,-0.3125,-0.4,-0.2,0.333333333333,0.25,0.166666666667,0.25,648.0,0.0,2339.52,929.523492063,3,3
12.0,292.0,0.626334517344,0.999999994012,0.790419156944,5.0,2.0,0.0,0.0,4.49315068493,10.0,0.0,0.0,0.0,0.0200730727525,0.0201742766727,0.0200859327658,0.0200120327975,0.919654685011,0.479494949495,0.203737373737,0.0376712328767,0.00684931506849,0.846153846154,0.153846153846,0.402066115702,0.136363636364,0.85,-0.483333333333,-0.8,-0.166666666667,0.0,0.0,0.5,0.0,4600.0,0.0,2082.425,1072.38919325,5,3
11.0,272.0,0.524344567325,0.999999995074,0.576354676964,5.0,2.0,8.0,0.0,5.11397058824,9.0,990.0,1100.0,1045.0,0.194137461901,0.322375460975,0.0223008931046,0.340869903816,0.120316280203,0.593048128342,0.101737967914,0.0551470588235,0.0220588235294,0.714285714286,0.285714285714,0.308383838384,0.136363636364,0.4,-0.194444444444,-0.2,-0.166666666667,0.507070707071,0.089898989899,0.00707070707071,0.089898989899,5000.0,0.0,5428.57142857,1074.66843034,2,3
10.0,182.0,0.596685079576,0.999999990196,0.676470581603,5.0,2.0,1.0,1.0,4.91758241758,6.0,0.0,0.0,0.0,0.033391703899,0.0333446711712,0.0333793003865,0.0333399212714,0.866544403272,0.525852272727,0.159943181818,0.0494505494505,0.0164835164835,0.75,0.25,0.356565656566,0.1,0.6,-0.216666666667,-0.4,-0.125,0.0,0.0,0.5,0.0,1300.0,0.0,2240.53631285,1320.71110679,5,4
10.0,498.0,0.522821575679,0.999999996743,0.651465795924,9.0,0.0,1.0,0.0,4.67670682731,9.0,0.0,0.0,0.0,0.359029636797,0.0222292833068,0.574294074501,0.022223423818,0.0222235815769,0.445970575318,0.199225955204,0.0542168674699,0.0100401606426,0.84375,0.15625,0.399668911336,0.05,0.8,-0.253333333333,-0.6,-0.1,0.0,0.0,0.5,0.0,3200.0,0.0,2240.53631285,1022.63154799,3,4
7.0,252.0,0.662650599748,0.999999993421,0.828947362967,5.0,2.0,0.0,0.0,4.68253968254,9.0,40.0,40.0,40.0,0.257171454595,0.278470754905,0.0222352196706,0.419897639007,0.0222249318228,0.596022727273,0.264362373737,0.0753968253968,0.015873015873,0.826086956522,0.173913043478,0.414194577352,0.136363636364,0.8,-0.297916666667,-0.5,-0.125,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,3400.0,0.0,3582.65,1756.21253429,2,4
10.0,289.0,0.586956519612,0.999999994012,0.724550893865,8.0,7.0,1.0,0.0,4.56401384083,7.0,1400.0,6300.0,3233.33333333,0.0288358008774,0.028601835335,0.0287598633137,0.0289173412389,0.884885159235,0.429008838384,0.195577651515,0.0588235294118,0.0138408304498,0.809523809524,0.190476190476,0.344050802139,0.0625,1.0,-0.20625,-0.3,-0.1,0.0,0.0,0.5,0.0,1700.0,1877.55,4612.75,2618.97063121,5,4
10.0,951.0,0.437295528422,0.99999999827,0.577854670281,6.0,0.0,1.0,0.0,5.03785488959,8.0,0.0,0.0,0.0,0.0250123347173,0.0250137352434,0.450673727703,0.0250109445803,0.474289257756,0.467841186591,0.0674318736819,0.0241850683491,0.0157728706625,0.605263157895,0.394736842105,0.33437323546,0.05,0.6,-0.229100529101,-0.5,-0.1,0.0,0.0,0.5,0.0,2500.0,0.0,2240.53631285,1136.56396734,5,4
11.0,286.0,0.652631576657,0.999999994444,0.799999995556,5.0,2.0,0.0,0.0,5.00699300699,8.0,822.0,822.0,822.0,0.214708189787,0.0250615106516,0.0250155396711,0.0251865481928,0.710028211698,0.418035714286,0.0600892857143,0.034965034965,0.0244755244755,0.588235294118,0.411764705882,0.303428571429,0.1,0.6,-0.251785714286,-0.5,-0.1,0.2,-0.1,0.3,0.1,1400.0,0.0,2240.53631285,976.913443726,5,4
14.0,252.0,0.670634917974,0.999999993671,0.822784804919,8.0,5.0,0.0,0.0,4.63492063492,9.0,958.0,2000.0,1339.5,0.398628425959,0.0222846447642,0.022236517964,0.0222830401387,0.534567371174,0.353143939394,0.0376515151515,0.0277777777778,0.0238095238095,0.538461538462,0.461538461538,0.338528138528,0.0333333333333,0.6,-0.269444444444,-0.7,-0.1,0.0,0.0,0.5,0.0,922.0,0.0,2240.53631285,988.275246882,1,4
10.0,317.0,0.561904760121,0.999999994737,0.673684206981,6.0,3.0,1.0,0.0,4.99369085174,7.0,704.0,704.0,704.0,0.196405588724,0.0285734151243,0.337581991471,0.0285717706645,0.408867234017,0.392424242424,0.0973484848485,0.0220820189274,0.00946372239748,0.7,0.3,0.345238095238,0.05,0.6,-0.0916666666667,-0.125,-0.05,1.0,0.0,0.5,0.0,5500.0,0.0,3699.6,1575.55484741,6,4
11.0,159.0,0.759493666079,0.999999989583,0.895833324002,9.0,0.0,1.0,0.0,4.89308176101,7.0,0.0,0.0,0.0,0.0285821510845,0.0286366812715,0.46063545684,0.172199731157,0.309945979647,0.55625,0.240625,0.0440251572327,0.0188679245283,0.7,0.3,0.339285714286,0.1,0.6,-0.168518518519,-0.25,-0.1,0.0,0.0,0.5,0.0,308.0,0.0,2898.90909091,1063.18267673,1,4
9.0,222.0,0.665024627266,0.999999992593,0.755555549959,7.0,0.0,1.0,1.0,4.63063063063,6.0,0.0,0.0,0.0,0.0343015201794,0.0340647330075,0.0335066780788,0.864792404091,0.0333346646433,0.486038961039,0.0436688311688,0.027027027027,0.00900900900901,0.75,0.25,0.207575757576,0.136363636364,0.5,-0.385714285714,-0.7,-0.0714285714286,0.1,0.0,0.4,0.0,1200.0,0.0,2432.11111111,1322.7190151,2,4
8.0,1289.0,0.359905287798,0.999999998547,0.540697673633,7.0,7.0,5.0,0.0,4.24127230411,8.0,3400.0,3700.0,3500.0,0.0251026833701,0.138949568483,0.0250024646362,0.0251225688264,0.785822714684,0.407215856039,0.124978248875,0.0426687354538,0.0186190845617,0.696202531646,0.303797468354,0.328844942936,0.05,0.85,-0.197445436508,-0.7,-0.05,0.0,0.0,0.5,0.0,1900.0,0.0,2406.375,1228.60267131,5,4
10.0,727.0,0.466850828084,0.999999997525,0.678217820103,4.0,1.0,1.0,0.0,4.64649243466,8.0,2600.0,2600.0,2600.0,0.428842497461,0.0250016850001,0.148789865138,0.0250007287064,0.372365223694,0.427770562771,0.149335554796,0.0536451169188,0.0110041265475,0.829787234043,0.170212765957,0.318576978577,0.0333333333333,0.8,-0.189583333333,-0.5,-0.05,0.3,0.0,0.2,0.0,1500.0,0.0,2796.14285714,1441.34084863,3,4
7.0,518.0,0.486434107584,0.999999996575,0.654109586801,11.0,1.0,1.0,0.0,4.78957528958,7.0,3500.0,3500.0,3500.0,0.509047363769,0.0287117722417,0.0298761804923,0.403786041679,0.0285786418186,0.598638344227,0.287967914439,0.0675675675676,0.0135135135135,0.833333333333,0.166666666667,0.48961038961,0.1,1.0,-0.35,-1.0,-0.05,0.0,0.0,0.5,0.0,775.0,0.0,4800.0,1861.74328279,4,4
11.0,180.0,0.655367227936,0.999999990099,0.801980190079,2.0,1.0,1.0,1.0,4.27222222222,7.0,0.0,0.0,0.0,0.0287840948658,0.19324435829,0.0286549440618,0.0285719464238,0.720744656358,0.420867768595,0.157644628099,0.0444444444444,0.00555555555556,0.888888888889,0.111111111111,0.232386363636,0.1,0.5,-0.125,-0.125,-0.125,0.5,0.136363636364,0.0,0.136363636364,423.0,0.0,2240.53631285,1496.57788402,5,4
7.0,606.0,0.482470783836,0.99999999723,0.659279776567,7.0,3.0,1.0,0.0,4.5198019802,3.0,2500.0,4500.0,3500.0,0.400018969317,0.0671825922624,0.0666668521927,0.399464139576,0.0666674466527,0.339174603175,0.131689844877,0.0346534653465,0.013201320132,0.724137931034,0.275862068966,0.307054730983,0.0625,0.6,-0.246527777778,-0.5,-0.05,0.0,0.0,0.5,0.0,1600.0,1311.04761905,2240.53631285,1685.5279773,3,4
9.0,340.0,0.567567565863,0.99999999422,0.786127163086,2.0,2.0,0.0,0.0,4.3,6.0,3800.0,3800.0,3800.0,0.0333853915692,0.200161855368,0.0333578388076,0.0333387931057,0.699756121149,0.422887864823,0.0552803379416,0.0411764705882,0.0323529411765,0.56,0.44,0.287925170068,0.1,0.5,-0.303517316017,-0.8,-0.00833333333333,0.0,0.0,0.5,0.0,1200.0,341.0,2240.53631285,1411.9637296,5,4
8.0,962.0,0.473684210028,0.999999998175,0.689781020639,14.0,0.0,1.0,0.0,4.82848232848,6.0,0.0,0.0,0.0,0.03333815762,0.0333392494391,0.200552969907,0.0333365897712,0.699433033263,0.456088238003,0.171970848301,0.0571725571726,0.0176715176715,0.763888888889,0.236111111111,0.369693034238,0.1,1.0,-0.226050420168,-0.5,-0.0714285714286,0.0,0.0,0.5,0.0,1500.0,0.0,2240.53631285,1308.91028979,5,4
12.0,698.0,0.498533723609,0.999999997743,0.656884874364,13.0,8.0,1.0,0.0,4.61031518625,10.0,274.0,5500.0,2357.125,0.221909189217,0.231023219049,0.140411973574,0.0200003027015,0.386655315459,0.334233766234,0.0464264069264,0.0243553008596,0.012893982808,0.653846153846,0.346153846154,0.309614845938,0.0625,0.75,-0.238888888889,-0.4,-0.1,0.0,0.0,0.5,0.0,1700.0,0.0,2271.63636364,1268.29297367,3,5
10.0,682.0,0.487369984417,0.999999997481,0.682619645636,11.0,4.0,1.0,0.0,4.60850439883,7.0,1300.0,5300.0,3566.66666667,0.315283188725,0.180260952706,0.0288797044225,0.0285732870614,0.447002867085,0.498401360544,0.00454081632653,0.0175953079179,0.0175953079179,0.5,0.5,0.320833333333,0.1,0.5,-0.307589285714,-0.8,-0.1,0.0,0.0,0.5,0.0,1900.0,0.0,2271.63636364,1119.54991713,3,5
10.0,604.0,0.433774833719,0.999999997101,0.588405795396,13.0,7.0,1.0,0.0,4.59437086093,7.0,2300.0,3300.0,2800.0,0.0290766990383,0.0288048770974,0.171639666843,0.0287536639589,0.741725093063,0.585979755539,0.131059332824,0.0430463576159,0.0149006622517,0.742857142857,0.257142857143,0.348286713287,0.0333333333333,0.8,-0.202380952381,-0.4,-0.05,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,3500.0,0.0,2223.63333333,1237.32183556,1,5
11.0,707.0,0.446043164826,0.999999997579,0.615012105048,3.0,2.0,1.0,0.0,4.40594059406,8.0,2900.0,2900.0,2900.0,0.0252961802421,0.0250196366198,0.0250461928143,0.025041131436,0.899596858888,0.467240215924,0.150195802005,0.0693069306931,0.019801980198,0.777777777778,0.222222222222,0.338532555879,0.1,1.0,-0.291964285714,-0.75,-0.1,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,1900.0,0.0,2527.25,1433.04678006,5,5
6.0,358.0,0.622478384373,0.999999995349,0.776744182434,24.0,6.0,1.0,0.0,5.39106145251,8.0,1600.0,1600.0,1600.0,0.189321753755,0.0250333318952,0.319210401826,0.0254167195053,0.441017793018,0.492621527778,0.189713541667,0.0558659217877,0.0251396648045,0.689655172414,0.310344827586,0.41375,0.1,0.8,-0.257407407407,-0.5,-0.05,0.333333333333,0.25,0.166666666667,0.25,1600.0,0.0,3784.0,1397.91171976,4,5
8.0,270.0,0.583643120507,0.999999993377,0.781456948467,5.0,2.0,0.0,0.0,4.13333333333,7.0,5100.0,5100.0,5100.0,0.0289174263106,0.0286376141278,0.0286145535794,0.0286284096271,0.885201996355,0.449921576009,0.163434029738,0.0481481481481,0.0148148148148,0.764705882353,0.235294117647,0.371844821845,0.1,0.6,-0.26875,-0.6,-0.125,0.0,0.1,0.5,0.1,1100.0,0.0,2223.63333333,1317.23482258,1,5
14.0,696.0,0.480463096266,0.999999997268,0.743169396877,5.0,1.0,1.0,0.0,4.01724137931,7.0,0.0,0.0,0.0,0.0293818934985,0.0285749891856,0.757597168255,0.155292292251,0.0291536568106,0.399042145594,0.000670498084291,0.0244252873563,0.0387931034483,0.386363636364,0.613636363636,0.372549019608,0.0625,0.7,-0.233744855967,-0.7,-0.05,0.433333333333,-0.166666666667,0.0666666666667,0.166666666667,720.0,0.0,2194.71042471,776.07720353,6,5
7.0,719.0,0.492329148546,0.999999997579,0.685230022554,13.0,5.0,1.0,0.0,4.65090403338,10.0,1300.0,3600.0,2233.33333333,0.0202661505968,0.0200316249828,0.0200027254214,0.0200378374917,0.919661661507,0.451534202232,0.107703362529,0.0278164116829,0.0152990264256,0.645161290323,0.354838709677,0.364437229437,0.1,1.0,-0.214772727273,-0.5,-0.05,0.0,0.0,0.5,0.0,1500.0,0.0,3818.0,1463.29288974,1,5
9.0,328.0,0.609756095702,0.999999994709,0.793650789452,11.0,0.0,1.0,0.0,4.9512195122,7.0,0.0,0.0,0.0,0.310392693759,0.0285731980475,0.0285739412317,0.0285720001167,0.603888166845,0.522181818182,0.180121212121,0.0457317073171,0.015243902439,0.75,0.25,0.409090909091,0.1,1.0,-0.326666666667,-0.5,-0.166666666667,0.0,0.0,0.5,0.0,1600.0,0.0,5150.5,2071.98667832,5,5
6.0,325.0,0.613003094077,0.999999994924,0.756345173826,1.0,1.0,0.0,0.0,4.50153846154,9.0,0.0,0.0,0.0,0.0222524536025,0.290038648187,0.0222446499723,0.0222365045296,0.643227743708,0.384566326531,0.143367346939,0.0246153846154,0.00923076923077,0.727272727273,0.272727272727,0.319642857143,0.1,0.5,-0.183333333333,-0.3125,-0.05,0.0,0.0,0.5,0.0,1400.0,0.0,2462.52631579,1589.18275037,5,5
12.0,470.0,0.487124462474,0.999999996124,0.689922477946,3.0,3.0,7.0,0.0,4.38936170213,10.0,0.0,0.0,0.0,0.0200319306956,0.120294833174,0.0200020799701,0.0201231847397,0.819547971421,0.381781045752,0.104509803922,0.036170212766,0.0191489361702,0.653846153846,0.346153846154,0.359901960784,0.1,0.7,-0.123148148148,-0.2,-0.05,0.0,0.0,0.5,0.0,2300.0,0.0,2695.91666667,1466.52615748,5,5
7.0,203.0,0.668367343529,0.999999992126,0.826771647033,4.0,0.0,1.0,0.0,4.9802955665,5.0,0.0,0.0,0.0,0.040019215545,0.0407019646195,0.6697996004,0.209476391833,0.0400028276024,0.455808080808,0.0899831649832,0.0394088669951,0.0246305418719,0.615384615385,0.384615384615,0.308712121212,0.0333333333333,0.6,-0.32,-0.75,-0.1,0.0,0.0,0.5,0.0,5300.0,0.0,2414.01290323,1480.00126486,6,6
11.0,147.0,0.734693872553,0.999999987952,0.855421676441,6.0,4.0,0.0,0.0,4.6462585034,9.0,4800.0,4800.0,4800.0,0.132797033892,0.0223121845378,0.338428631697,0.0225120107354,0.483950139138,0.426388888889,0.111805555556,0.0408163265306,0.0272108843537,0.6,0.4,0.377777777778,0.0333333333333,0.8,-0.23125,-0.375,-0.1,0.05,-0.075,0.45,0.075,1700.0,1685.09722222,7250.0,3181.60101134,6,6
12.0,190.0,0.622340422222,0.999999990991,0.783783776723,4.0,2.0,0.0,0.0,5.02631578947,6.0,4800.0,4800.0,4800.0,0.03342400428,0.0335058500125,0.446397118741,0.0337343221551,0.452938704811,0.437621753247,0.233563311688,0.0210526315789,0.00526315789474,0.8,0.2,0.498376623377,0.136363636364,0.8,-0.125,-0.125,-0.125,0.0,0.0,0.5,0.0,3400.0,1460.03225806,3328.8,2410.72582737,6,7
9.0,180.0,0.648044689117,0.999999992366,0.694656483247,16.0,3.0,7.0,0.0,4.51666666667,6.0,2200.0,2200.0,2200.0,0.0333333613449,0.033344170204,0.0333333486809,0.866655739608,0.0333333801627,0.642424242424,0.122727272727,0.0333333333333,0.0166666666667,0.666666666667,0.333333333333,0.416666666667,0.1,0.5,-0.383333333333,-0.7,-0.2,0.0,0.0,0.5,0.0,3700.0,1034.0,3645.97826087,2705.86708388,1,7
10.0,536.0,0.541509432941,0.999999996732,0.735294115244,8.0,1.0,1.0,0.0,4.65485074627,8.0,0.0,0.0,0.0,0.0250130108311,0.0250035002058,0.275942871161,0.0250019722768,0.649038645525,0.51692325856,0.225574380165,0.0634328358209,0.0130597014925,0.829268292683,0.170731707317,0.422326203209,0.1,1.0,-0.230357142857,-0.4,-0.1,0.0,0.0,0.5,0.0,1600.0,0.0,2539.22424242,1111.92976876,5,7
13.0,732.0,0.441860464512,0.999999997436,0.65384615217,7.0,5.0,1.0,0.0,4.1106557377,10.0,1300.0,10500.0,5900.0,0.020292927166,0.317576864691,0.0200043340844,0.0200518142502,0.622074059808,0.394243534244,0.160981240981,0.0409836065574,0.00409836065574,0.909090909091,0.0909090909091,0.308455988456,0.0333333333333,0.8,-0.205555555556,-0.4,-0.05,0.0,0.0,0.5,0.0,705.0,0.0,2859.875,1947.83283751,1,1
10.0,350.0,0.615606934637,0.999999995192,0.79807691924,10.0,0.0,1.0,0.0,5.02,7.0,0.0,0.0,0.0,0.0289581824232,0.0285787846062,0.0285963705957,0.0286464052456,0.885220257129,0.427910406587,-0.0269618453442,0.0371428571429,0.0285714285714,0.565217391304,0.434782608696,0.298776223776,0.1,0.6,-0.395079365079,-1.0,-0.1,0.0,0.0,0.5,0.0,2700.0,0.0,2859.875,1520.03940085,1,1
8.0,1046.0,0.436416184551,0.999999998363,0.626841242837,9.0,4.0,1.0,0.0,4.57743785851,7.0,1600.0,1600.0,1600.0,0.22768767189,0.0301828719114,0.0288954784002,0.332203108817,0.381030868982,0.479322816487,0.150283592858,0.0372848948375,0.00764818355641,0.829787234043,0.170212765957,0.331264568765,0.0333333333333,1.0,-0.33878968254,-0.8,-0.0714285714286,0.0,0.0,0.5,0.0,3000.0,0.0,4041.05882353,2325.64736848,2,1
8.0,434.0,0.541966425559,0.999999995968,0.733870964783,8.0,0.0,1.0,0.0,4.89631336406,5.0,0.0,0.0,0.0,0.0400010293585,0.0400018886527,0.440736041837,0.040000798349,0.439260241803,0.388440860215,0.0430107526882,0.0299539170507,0.0207373271889,0.590909090909,0.409090909091,0.332692307692,0.1,0.8,-0.215740740741,-0.5,-0.05,0.4,0.0,0.1,0.0,1600.0,0.0,2714.08757062,1425.69636078,5,1
9.0,276.0,0.572992698639,0.999999993939,0.727272722865,6.0,2.0,0.0,0.0,4.75724637681,8.0,1700.0,1700.0,1700.0,0.025041305873,0.0250807917327,0.409138539333,0.025003702749,0.515735660312,0.485326953748,0.199282296651,0.0434782608696,0.00724637681159,0.857142857143,0.142857142857,0.336363636364,0.1,0.5,-0.125,-0.125,-0.125,0.1,0.2,0.4,0.2,1700.0,0.0,2837.43902439,1603.830674,6,1
12.0,1298.0,0.412772585348,0.99999999866,0.603217157368,13.0,0.0,1.0,0.0,4.63174114022,9.0,0.0,0.0,0.0,0.355931380953,0.0222317888306,0.0222308075838,0.0222440735898,0.577361949042,0.4697111123,0.200998247784,0.0508474576271,0.0138674884438,0.785714285714,0.214285714286,0.400995343041,0.05,1.0,-0.221141975309,-0.5,-0.05,0.2,0.2,0.3,0.2,1700.0,0.0,3720.73333333,1733.88231386,5,1
9.0,349.0,0.573065900937,0.999999995575,0.699115041154,5.0,4.0,1.0,0.0,4.45272206304,6.0,1000.0,1100.0,1050.0,0.0333339461637,0.0333349587479,0.0333340761284,0.0333337540315,0.866663264928,0.429754440961,0.0892176071055,0.0515759312321,0.00859598853868,0.857142857143,0.142857142857,0.234225589226,0.1,0.5,-0.145833333333,-0.1875,-0.125,0.416666666667,0.193181818182,0.0833333333333,0.193181818182,1500.0,0.0,2714.08757062,1048.78982446,5,1
12.0,528.0,0.495126704688,0.999999996479,0.700704222885,9.0,2.0,1.0,0.0,4.14772727273,6.0,1200.0,18000.0,9600.0,0.0333678040483,0.0340743857621,0.0333344784331,0.865879562661,0.0333437690953,0.404585724353,0.212024942112,0.0549242424242,0.00757575757576,0.878787878788,0.121212121212,0.351892073444,0.1,1.0,-0.22306547619,-0.333333333333,-0.0714285714286,0.214285714286,-0.0714285714286,0.285714285714,0.0714285714286,3000.0,0.0,6545.76923077,2740.8779128,2,1
9.0,187.0,0.623595502115,0.999999990566,0.726415087487,6.0,2.0,1.0,0.0,4.85026737968,5.0,0.0,0.0,0.0,0.0401565823258,0.0401173676172,0.0400081294686,0.040000687218,0.83971723337,0.444642857143,0.182738095238,0.0427807486631,0.0160427807487,0.727272727273,0.272727272727,0.357291666667,0.1,0.5,-0.1,-0.125,-0.075,0.8,0.0,0.3,0.0,1300.0,0.0,3300.0,2082.13445602,5,1
9.0,286.0,0.605166049427,0.999999994012,0.754491013446,11.0,5.0,1.0,0.0,4.55594405594,6.0,737.0,1600.0,1109.2,0.533221992326,0.0333405425462,0.033337671309,0.0333380980771,0.366761695741,0.350189393939,0.157613636364,0.0384615384615,0.0174825174825,0.6875,0.3125,0.32520661157,0.1,0.5,-0.129285714286,-0.3,-0.05,0.0,0.0,0.5,0.0,811.0,0.0,2714.08757062,1025.51684046,3,1
